의약품코드,제품명,제조사,효능,복용법,주의사항,보관법,
200301846,아루진정,(주)한국파비스제약,이 약은 두드러기/ 습진/ 가려움증/ 옻에 사용합니다.,성인 및 만 15세 이상 1회 1정 1일 3회 식후에 복용합니다.,15세 미만의 소아/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?알레르기용약/?감기약/?진해거담제/?멀미약에 과민증 환자/ 녹내장(눈의 통증/ 눈의 침침함 등)/ 배뇨곤란/ 허약체질/ 설사/ 연변/ 식욕부진/ 구역/ 구토/ 현저하게 위장이 허약한 환자/ 체력이 쇠약해진 환자/ 황색5호에 과민증 환자 또는 경험자는?의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.복용 후 졸음이 나타날 수 있으므로 운전 및 기계조작 시 주의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
199701398,아루텍정(세티리진염산염),(주)메디카코리아,이 약은 계절성 및 다년성 알레르기성 비염/ 알레르기성 결막염/ 만성 특발성 두드러기/ 피부가려움증과/ 하이드로코티손 외용제와 병용에 의한 습진/ 피부염에 사용합니다.,성인 및 6세 이상의 소아는 1일 1회 1정(10 mg)을 취침 전에 복용하고/ 이상반응에 민감한 환자의 경우는 1/2정(5 mg)씩을 아침/ 저녁에 분할 복용합니다.연령/ 증상에 따라 적절히 증감합니다.신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고/ 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.,이 약 및?히드록시진 또는 피페라진 유도체에 과민증 환자/ 신부전 환자(크레아티닌 청소율 이 약을 복용하기 전에 신장애/ 간장애 환자/ 노인/?간질 및 발작 위험성이 있는 환자/?소변고임의 선행요인(척수 병변/ 전립선 비대증)이 있는 환자/ 임부/ 수유부는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
199901375,아루펜정400밀리그람(이부프로펜),삼남제약(주),이 약은 류마티양 관절염/ 연소성 류마티양 관절염/ 골관절염(퇴행성 관절질환)/ 감기로 인한 발열 및 동통/ 요통/ 월경곤란증/ 수술후 동통과 강직성 척추염/ 두통/ 치통/ 근육통/ 신경통/ 급성통풍/ 건선성 관절염/ 연조직손상(염좌/ 좌상)/ 비관절 류마티스질환(건염/ 건초염/ 활액낭염)에 사용합니다.,류마티양 관절염/ 골관절염/ 강직성 척추염/ 연조직손상/ 비관절 류마티스질환/ 급성통풍/ 건선성 관절염에 성인은 1회 1/2정~1.5정(200~600 mg)/ 1일 3~4회 복용하며 1일 최고 3200 mg까지 복용할 수 있습니다.?연소성 류마티양 관절염에는 1일 체중 kg당 30-40 mg을 3~4회 분할하여 복용하며/ 경증 및 중등도의 동통이나 감기에는 성인 1회 1/2정~1정(200~400 mg)/ 1일 3~4회 복용합니다.11~14세는 1회 200~250 mg/ 7~10세는 1회 150~-200 mg/ 3~6세는 1회 100~150 mg/ 1~ 2세는 1회 50~100 mg을 1일 3~4회 경구투여합니다.체중이 30 kg 미만인 어린이는 1일량이 500 mg을 초과해서는 안되며 공복시 복용은 피하는 것이 바람직합니다.권장용량을 초과하여 복용하지 마십시오.,이 약에 과민증 환자/ 위장관궤양/ 위장관 출혈 또는 경험자/ 심한 혈액이상/ 심한 간장애/ 심한 신장장애/ 심한 심장기능부전/ 심한 고혈압/ 기관지천식 또는 경험자/ 아스피린이나 다른 비스테로이드성 소염진통제(COX-2 저해제 포함)에 천식/ 두드러기/ 알레르기 반응과 같은 과민 증 또는 경험자/ 관상동맥(심장동맥) 우회로술 전후 통증발생 환자/ 임신 말기 3개월 기간에 해당하는 임부/ 항암요법으로 고용량 메토트렉세이트를 복용중인 환자/?갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 혈액이상 또는 경험자/ 출혈경향이 있는 환자/ 간경화/ 간장애 또는 경험자/ 신장장애 또는 경험자/ 심장기능부전 또는 심질환/ 고혈압/ 전신성홍반성루푸스 및 혼합 결합조직질환 환자/ 궤양성대장염/ 크론병/ 고령자 및 소아/ 임부/ 수유부/ 황색5호 과민증 환자는 의사 또는 약사와 상의하십시오.,어린이의 손이 닿지 않는 곳에 보관하십시오.,
201100657,아르기닌베이론액(L-아르기닌염산염),(주)제뉴파마,이 약은 간기능장애에 의한 소화불량의 보조 치료에 사용합니다.,성인은 1일 15~30 mL(L-아르기닌염산염으로서 3~6 g)/ 소아는 1일 10~15 mL(L-아르기닌염산염으로서 2~3 g)을 물 한 컵과 함께 식전에 복용합니다.,중증의 간부전/ 담도 폐쇄 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 당뇨병 환자/ 카라멜에 과민증 환자 또는 경험자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.이 약은 내복으로만 사용하고 주사용으로 사용하지 마십시오.1개월 정도 복용하여도 증상의 개선이 없을 경우 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201702244,아르닉정,(주)휴비스트제약,이 약은 음식물 섭취 감소를 통한 체중감량의 보조요법으로 사용합니다.,1회 2정씩 1일 3회 식전에 복용하고 필요에 따라서는 취침전에 추가로 2정 복용 가능합니다.충분한 양의 물과 함께 복용하는 것이 좋습니다.권장량을 최소 3~4주간 복용할 것이 권장됩니다.,이 약에 과민증 환자/ 유소아는 이 약을?복용하지 마십시오.이 약을 복용하기 전에?임부 및 수유부/?소화기장애 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201702458,아르닌정,(주)바스칸바이오제약,이 약은 음식물 섭취 감소를 통한 체중감량의 보조요법으로 사용합니다.,1회 2정씩 1일 3회 식전에 복용하고 필요에 따라서는 취침전에 추가로 2정 복용 가능합니다.충분한 양의 물과 함께 복용하는 것이 좋습니다.권장량을 최소 3~4주간 복용할 것이 권장됩니다.,이 약에 과민증 환자/ 유소아는 이 약을?복용하지 마십시오.이 약을 복용하기 전에?임부 및 수유부/?소화기장애 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201802601,아르쿨연질캡슐(세티리진염산염),(주)마더스제약,이 약은 계절성 및 다년성 알레르기성 비염(코염)/ 알레르기성 결막염/ 만성 특발성(원인 불명의) 두드러기/ 피부 소양증(가려움증)에 사용합니다.,성인 및 6세 이상의 소아는 1일 1회 1캡슐(10 mg)을 취침 전에 복용하고/ 이상반응에 민감한 환자의 경우는 1/2캡슐(5 mg)씩을 아침/ 저녁에 분할 복용합니다.연령/ 증상에 따라 적절히 증감합니다.신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고/ 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.,이 약 및?히드록시진 또는 피페라진 유도체에 과민증 환자/ 신부전 환자/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 6세 미만의 유아는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 신장애/ 간장애 환자/ 노인/?간질 및 발작 위험성이 있는 환자/?소변고임의 선행요인(척수 병변/ 전립선 비대증)이 있는 환자는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200904666,아르텍연질캡슐10mg(세티리진염산염),(주)알피바이오,이 약은 계절성 및 다년성 알레르기성 비염(코염)/ 알레르기성 결막염/ 만성 특발성(원인 불명의) 두드러기/ 피부 소양증(가려움증)에 사용합니다.,성인 및 6세 이상의 소아는 1일 1회 1캡슐(10 mg)을 취침 전에 복용하고/ 이상반응에 민감한 환자의 경우는 1/2캡슐(5 mg)씩을 아침/ 저녁에 분할 복용합니다.연령/ 증상에 따라 적절히 증감합니다.신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고/ 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.,이 약 및?히드록시진 또는 피페라진 유도체에 과민증 환자/ 신부전 환자/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 6세 미만의 유아는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 신장애/ 간장애 환자/ 노인/?간질 및 발작 위험성이 있는 환자/?소변고임의 선행요인(척수 병변/ 전립선 비대증)이 있는 환자는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200201239,아르펜정,경남제약(주),이 약은 류마티스 관절염/ 골관절염/ 배통(등 통증)/ 두통/ 월경통/ 외상(상처)후 소염(항염)ㆍ진통/ 유행성 감기로 인한 발열 및 통증에 사용합니다.,성인 및 12세 이상의 소아는 1회 1～2정을 4～6시간마다 물과 함께 복용하며 1일 최대 6정까지 복용할 수 있습니다.권장용량을 초과하여 복용하지 마십시오.,이 약에 과민증 환자/ 소화성궤양/ 심한 혈액이상/ 혈액응고가 방해되지 않아야 할 경우나 지혈이 필요한 경우/ 기관지 천식 또는 경험자/ 아스피린이나 다른 비스테로이드소염진통제(COX-2억제제 포함)에 천식/ 두드러기/ 알레르기 반응 경험자/ 관상동맥 우회로술 전후에 발생하는 통증의 치료/ 심근경색 및 경험자/ 심한 고혈압/ 심한 신장장애/ 심한 간장애/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 다른 비스테로이드성 소염진통제 복용자는?이 약을 복용하지 마십시오.혈액이상 또는 경험자/ 소화성궤양?경험자/ 간경화/ 간장애 또는 경험자/ 신장애 또는 경험자/ 심기능부전 또는 심질환/ 고혈압/ 전신홍반루푸스 및 혼합 결합조직질환 환자/ 궤양성 대장염/ 크론병/ 고령자 및 소아는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200000561,아리코트에스크림,일동제약(주),이 약은 2차 감염된 알레르기성 또는 염증성 피부질환 (습진/ 접촉피부염/ 지루피부염/ 아토피피부염/ 광피부염/ 만성단순태선/ 간찰진(피부스침증)/ 박탈피부염/ 가려움/ 건선(마른비늘증))/ 1도 화상에 사용합니다.,1일 1~3회 환부(질환분위)에 적당량을 바릅니다.,이 약에 과민증 환자/ 스트렙토마이신/ 카나마이신/ 겐타마이신/ 네오마이신 등 아미노글리코사이드계 항생물질 또는 바시트라신에 과민증 또는 경험자/ 피부감염증(결핵/ 매독/ 칸디다증/ 백선/ 대상포진(물집)/ 단순포진(물집)/ 수두/ 종두증/ 옴/ 사면발이)/ 고막천공(뚫림)이 있는 습진성 외이도(바깥귀길)염/ 궤양(베체트병 제외)/ 제2도 심재성(드러나지 않는) 이상의 화상 및 동상/ 입주위피부염/ 보통여드름/ 주사(딸기코) 환자는 이 약을 사용하지 마십시오.이 약을 사용하기 전에?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 유ㆍ소아는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.안(눈)과용으로 사용하지 마십시오.화장이나 면도 후?치료 이외의 목적으로 사용하지 마십시오.의사의 감독 없이 밀봉붕대법을 사용하지 마십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201906127,아마가정(알마게이트),(주)경보제약,이 약은 위·십이지장궤양/ 위염/ 위산과다/ 속쓰림/ 구역/ 구토/ 위통/ 신트림의 제산작용 및 증상의 개선에 사용합니다.,성인 및 12세 이상의 소아는 1회 2정(1 g)을 1일 3회 식후 30분~1시간에 씹어서 복용합니다.필요시 취침 전에 1회 더 복용할 수 있습니다.,이 약에 과민증 환자/?알츠하이머병/ 치질/ 체액저류(부기)/ 임신중독증/ 설사/ 진단되지 않은 소화기관출혈 환자는?이 약을?복용하지 마십시오.이 약을 복용하기 전에?신장애/?신체 허약자/ 인 함량이 낮은 식이요법 실시자/ 소화흡수장애가 있는 사람/?고령자/?혈액구토 또는 흑색대변 등과 같은 소화기관출혈 증상이 있는 환자/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부는?의사 또는 약사와 상담하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.2주정도 복용하여도 증상의 개선이 없을 경우 복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200807239,아마프로겔3%(케토프로펜),(주)씨엠지제약,이 약은 퇴행성관절염(골관절염)/ 어깨관절주위염/ 건ㆍ건초염/ 건주위염/ 상완골상과염(테니스 엘보우 등)/ 근육통/ 외상후의 종창ㆍ동통의 진통ㆍ소염에 사용합니다.,증상에 따라 적당량을 1일 1~4회 환부에 바르고 잘 스며들도록 가볍게 문지릅니다.,이 약에 과민증/ 광과민증/ 아스피린 또는 다른 소염진통제에 의한 천식 경험 환자/ 티아프로펜산ㆍ페노피브레이트ㆍ베자피브레이트ㆍ시프로피브레이트ㆍ옥시벤존에 과민증/ 임신기간 6개월 이상인 임부/ 15세 미만의 소아는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 기관지천식/ 임부/ 수유부는 의사 또는 약사와 상의하십시오.광과민증이 나타날 수 있으므로/ 이 약을 사용 중이거나 사용 후 2주까지는 자외선을 피하십시오.눈 및 점막/ 무좀/ 백선에는 사용하지 마십시오.손상된 피부 및 점막/ 습진 또는 발진 부위에 사용하는 경우 일시적인 자극 및 날카로운 통증을 일으킬 수 있으므로 사용시 주의하십시오.밀봉붕대법을 사용하지 마십시오.1주일 정도 사용하고도 증상개선이 보이지 않을 경우 사용을 중지하고 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
