"기관ID","주소","비고","간이약도","기관명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1100855","서울특별시 은평구 연서로 137 (구산동)","2014.07 개업","구산역3번출구바로앞","예일태평양약국","02-389-8383","2100","2100","2100","2100","2100","1800","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","034","12","126.9168416484","37.6111635068","2021-08-20 17:21:54.0"
"C1102407","서울특별시 성동구 왕십리로20길 34 (홍익동)","2014.07 개업","구산역3번출구바로앞","예전약국","02-2292-4642","2200","2200","2200","2200","2200","2200","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","047","08","127.03570844237743","37.56485835900098","2021-08-20 17:21:54.0"
"C1100856","서울특별시 양천구 목동서로 67 115호 (목동)","2014.07 개업","목동2단지정문앞 우성에펠타운빌딩 115호","예주약국","02-2648-4231","1900","1900","1900","1900","1900","1500","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","079","83","126.8785597259261","37.536394639717436","2021-08-20 17:21:54.0"
"C1107787","서울특별시 강남구 논현로115길 72 1층 (논현동)","2014.07 개업","목동2단지정문앞 우성에펠타운빌딩 115호","예주약국","02-3443-7589","1930","1930","1930","1930","1930","1530","1200","2200","0930","0930","0930","0930","0930","0930","0900","0900","061","15","127.0271581654","37.5085192772","2021-08-20 17:21:54.0"
"C1103997","서울특별시 관악구 남부순환로161길 75 (신림동)","2014.07 개업","신림4동주민센터옆","예주약국","02-865-8492","2100","2100","2100","2100","2100","1900","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","087","62","126.91829740735201","37.485349092227274","2021-08-20 17:21:54.0"
"C1100858","서울특별시 영등포구 도신로 87 (도림동)","2014.07 개업","영등포구도림동도림사거리엠엔디빌딩1층","예지약국","02-848-2310","1930","1930","1930","1930","1930","1700","1200","2200","0830","0830","0830","0830","0830","0830","0900","0900","073","70","126.90189672867443","37.50715897968571","2021-08-20 17:21:54.0"
"C1100870","서울특별시 마포구 월드컵북로 402  (상암동)","2014.07 개업","KGIT 센터 321호","예진약국","02-6393-5507","1930","1930","2030","1930","2030","1500","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","039","25","126.88916766935219","37.58015324599358","2021-08-20 17:21:54.0"
"C1100493","서울특별시 은평구 갈현로 81 (역촌동 그린빌딩)","2014.07 개업","KGIT 센터 321호","예진약국","02-355-2475","1800","1800","1800","1800","1800","1500","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","034","31","126.9103069135","37.6053094987","2021-08-20 17:21:54.0"
"C1100871","서울특별시 동작구 성대로 24 (상도동)","2014.07 개업","성대시장입구20m직진우측편","예하약국","02-817-8303","2200","2200","2200","2200","2200","2200","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","070","42","126.93269858072426","37.49949677012695","2021-08-20 17:21:54.0"
"C1100872","서울특별시 중랑구 면목로33길 33 (면목동)","2014.07 개업","성대시장입구20m직진우측편","오거리약국","02-494-4428","2100","2100","2100","2100","2100","1900","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","022","44","127.083961111111108","37.576458333333335","2021-08-20 17:21:54.0"
"C1100874","서울특별시 송파구 위례성대로20길 33 삼광빌딩 (오금동)","2014.07 개업","성대시장입구20m직진우측편","오금중앙약국","02-403-3666","2100","2100","2100","2100","2100","2100","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","056","57","127.1271588685","37.5085476609","2021-08-20 17:21:54.0"
"C1108749","서울특별시 영등포구 시흥대로 635 대림메디컬빌딩 1층 (대림동)","2014.07 개업","성대시장입구20m직진우측편","오늘약국","02-2135-3560","2100","2000","2100","2000","2100","1400","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","074","44","126.905925607681","37.4889191424723","2021-08-20 17:21:54.0"
"C1107371","서울특별시 강남구 도곡로 449 201호","2014.07 개업","성대시장입구20m직진우측편","오늘약국","02-556-3695","1830","1830","1830","1830","1830","1330","1200","2200","0930","0930","0930","0930","0930","0930","0900","0900","062","09","127.05955658663016","37.49883058688896","2021-08-20 17:21:54.0"
"C1103043","서울특별시 양천구 목동로 223 1층 (신정동)","2014.07 개업","성대시장입구20m직진우측편","오렌지라임약국","02-2601-8557","1900","1900","1900","1900","1900","1500","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","079","37","126.86376151885439","37.52833075795607","2021-08-20 17:21:54.0"
"C1107711","서울특별시 중구 을지로 100 지하1층 (을지로2가 파인에비뉴)","2014.07 개업","을지로3가 12번출구","오렌지약국","02-6031-0024","2030","2030","2030","2030","2030","1330","1200","2200","0800","0800","0800","0800","0800","0800","0900","0900","045","51","126.9887580682","37.5657894521","2021-08-20 17:21:54.0"
"C1102458","서울특별시 강남구 도산대로 124 1층일부(논현동대영빌딩)","2014.07 개업","신사역 1번 출구/대영빌딩 1층일부 2층일부","오렌지약국","02-518-2022","2130","2130","2130","2130","2130","1900","1200","2200","1000","1000","1000","1000","1000","1000","0900","0900","060","39","127.0222836826","37.5169140521","2021-08-20 17:21:54.0"
"C1100904","서울특별시 송파구 송파대로 380 행우빌딩 (송파동)","2014.07 개업","신사역 1번 출구/대영빌딩 1층일부 2층일부","오렌지약국","02-3432-9755","1900","1900","1900","1900","1900","1400","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","056","76","127.11080313581704","37.50165522317735","2021-08-20 17:21:54.0"
"C1104523","서울특별시 동대문구 한천로 120 (장안동)","2014.07 개업","촬영소사거리","오렌지약국","02-2242-1559","1830","1830","1830","1830","1830","1500","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","026","23","127.06598545684451","37.57180460905809","2021-08-20 17:21:54.0"
"C1107113","서울특별시 중랑구 망우로 473 무궁화빌딩 1층 (망우동)","2014.07 개업","촬영소사거리","오렌지약국","02-2207-5230","1800","1830","1830","1830","1830","1500","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","020","66","127.10455404379101","37.60077429919859","2021-08-20 17:21:54.0"
"C1102832","서울특별시 강북구 솔샘로 184 SK아파트주상가 115~116호 (미아동)","2014.07 개업","미아동미양초등학교건너편sk아파트상가1층","오렌지약국","02-982-7247","2000","2000","2000","2000","2000","1400","1200","2200","0840","0840","0840","0840","0840","0840","0900","0900","011","92","127.01261303053","37.6200044300193","2021-08-20 17:21:54.0"
"C1107801","서울특별시 송파구 오금로11길 37 101호 (방이동)","2014.07 개업","미아동미양초등학교건너편sk아파트상가1층","오렌지온누리약국","02-416-5431","2000","2000","2000","2000","2000","2000","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","055","44","127.111190278","37.5156420577","2021-08-20 17:21:54.0"
"C1102386","서울특별시 동대문구 서울시립대로 92 1층 (전농동)","2014.07 개업","미아동미양초등학교건너편sk아파트상가1층","오로라온누리약국","02-2213-7967","2000","2000","2000","2000","2000","2000","1200","2200","0830","0830","0830","0830","0830","0830","0900","0900","025","50","127.05014245935454","37.578897826003065","2021-08-20 17:21:54.0"
"C1100905","서울특별시 구로구 경인로 201 (오류동)","2014.07 개업","오류동새마을금고옆(오류동역횡단보도앞)","오류온누리약국","02-2612-7156","2100","2100","2100","2100","2100","1600","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","082","68","126.84325257565106","37.49602417535325","2021-08-20 17:21:54.0"
"C1100906","서울특별시 구로구 경인로 195  (오류동)","2014.07 개업","오류동역앞(경인로길)","오류중앙약국","02-2625-3338","1900","1900","1900","1900","1900","1600","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","082","68","126.84284136062942","37.495829011759255","2021-08-20 17:21:54.0"
"C1108147","서울특별시 송파구 올림픽로37길 130 파크리오 파크리오상가A동 3층 316호 (신천동)","2014.07 개업","오류동역앞(경인로길)","오메디약국","02-421-0855","1900","1900","1900","1900","1900","1400","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","055","07","127.1044198373","37.5208812623","2021-08-20 17:21:54.0"
"C1100925","서울특별시 중구 퇴계로41길 51 (인현동2가)","2014.07 개업","PJ호텔 맞은편","오성약국","02-2278-2828","2030","2030","2030","2030","2030","1900","1200","2200","0800","0800","0800","0800","0800","0800","0900","0900","045","56","126.9954680147","37.5640996315","2021-08-20 17:21:54.0"
"C1108930","서울특별시 중랑구 신내로 72 원빌딩 (신내동)","2014.07 개업","PJ호텔 맞은편","오성약국","070-8805-8844","2000","2000","2000","2000","2000","1600","1200","2200","0830","0830","0830","0830","0830","0830","0900","0900","020","69","127.09566855816","37.6054064377729","2021-08-20 17:21:54.0"
"C1100926","서울특별시 강북구 도봉로53길 32 (미아동)","2014.07 개업","미아역7번출구100M","오수약국","02-988-5877","2030","2030","2030","2030","2030","2030","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","011","25","127.02391256861446","37.62669187873603","2021-08-20 17:21:54.0"
"C1102403","서울특별시 동작구 양녕로 287  (상도동 상도동대우유로카운티)","2014.07 개업","상도터널입구정동병원옆 대우유로카운티상가1층","오아시스약국","02-826-8501","1900","1900","1900","1900","1900","1900","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","069","19","126.94968271828633","37.50513186545356","2021-08-20 17:21:54.0"
"C1108366","서울특별시 동작구 동작대로29길 69 금강산보석불가마사우나 303호 (사당동)","2014.07 개업","상도터널입구정동병원옆 대우유로카운티상가1층","오약국","02-536-1775","1830","1830","1830","1830","1830","1300","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","069","99","126.97810921987657","37.48845315756523","2021-08-20 17:21:54.0"
"C1104443","서울특별시 영등포구 당산로 163","2014.07 개업","영등포구청역3번출구","오약국","02-2068-5005","2130","2130","2130","2130","2130","1600","1200","2200","0800","0800","0800","0800","0800","0800","0900","0900","072","19","126.89793716959494","37.52925893208896","2021-08-20 17:21:54.0"
"C1108723","서울특별시 송파구 백제고분로 386 1층 (송파동)","2014.07 개업","영등포구청역3번출구","오약국","02-415-6704","1900","1900","1900","1900","1900","1430","1200","2200","0900","0900","0900","0900","0900","0900","0900","0900","056","67","127.108956819714","37.5058889682158","2021-08-20 17:21:54.0"
"C1103162","서울특별시 도봉구 마들로 657 112호 (방학동 이에스에이아파트)","2014.07 개업","롯데마트내1층","오약국","02-955-0788","2000","2000","2000","2000","2000","1500","1500","1500","0930","0930","0930","0930","0930","0930","0930","0930","013","32","127.04556410112337","37.66766493996051","2021-08-20 17:21:54.0"
"C1109098","서울특별시 강남구 봉은사로 159 정글빌딩 1층 (논현동)","2014.07 개업","롯데마트내1층","오약국","02-549-7170","1900","1900","1900","1900","1900","1400","1500","1500","0830","0830","0830","0830","0830","0830","0930","0930","061","22","127.031717671719","37.5069307504265","2021-08-20 17:21:54.0"
"C1102404","서울특별시 서대문구 거북골로 120","2014.07 개업","센트레빌상가","오약국","02-373-1325","2000","2000","2000","2000","2000","1700","1500","1500","0900","0900","0900","0900","0900","0900","0930","0930","036","90","126.91542875783992","37.57539648477955","2021-08-20 17:21:54.0"
"C1104763","서울특별시 은평구 진흥로 97 1층 (역촌동)","2014.07 개업","센트레빌상가","오온누리약국","02-701-7063","1910","1910","1910","1910","1910","1500","1500","1500","0900","0900","0900","0900","0900","0900","0930","0930","034","04","126.92217058151081","37.60557740376239","2021-08-20 17:21:54.0"
"C1100929","서울특별시 강동구 천호대로 1107 102호 (길동강동역SK허브)","2014.07 개업","강동역SK허브 102호","오월애약국","02-477-3931","2000","2000","2000","2000","2000","1500","1500","1500","0830","0830","0830","0830","0830","0830","0930","0930","053","55","127.13484418647684","37.53558001278979","2021-08-20 17:21:54.0"
"C1100928","서울특별시 강남구 강남대로 616 (신사동 신사미타워 102호)","2014.07 개업","신사미타워 102호","오월애약국","02-544-0519","2100","2100","2100","2100","2100","1800","1500","1500","0900","0900","0900","0900","0900","0900","0930","0930","060","35","127.01980537836727","37.516861992899564","2021-08-20 17:21:54.0"
"C1107302","서울특별시 마포구 토정로31길 24 상가동 B117호 (용강동 e편한세상마포3차아파트)","2014.07 개업","신사미타워 102호","오즈약국","02-716-0254","2030","2030","2030","2030","2030","1900","1500","1500","0830","0830","0830","0830","0830","0830","0930","0930","041","66","126.94383179084127","37.54244836969298","2021-08-20 17:21:54.0"
"C1102405","서울특별시 송파구 동남로 189 503호 (가락동)","2014.07 개업","쌍용프라자상가 503호","오층조은약국","02-443-1606","1930","1930","1930","1930","1930","1600","1500","1500","0900","0900","0900","0900","0900","0900","0930","0930","058","23","127.12988167155501","37.49464354058721","2021-08-20 17:21:54.0"
